problem_id,content,option,answer,score,type,typetext,location,context_id,exercise_id,language
Pm_3813,关于决策树剪枝操作正确的描述是：,"{'A': '从中间节点开始', 'B': '从叶节点开始', 'C': '有助于保持树的平衡', 'D': '可以有效降低训练误差'}","[""B""]",1.0,1,单选题,3.7,"[896149, 896151, 896153, 6388435, 6388437]",Ex_3007,Chinese
Pm_3814,在决策树模型中，校验集的用途是：,"{'A': '用于校验模型的训练误差', 'B': '用于校验模型的测试误差', 'C': '用于校验模型的正确性', 'D': '用于控制对模型的剪枝操作'}","[""D""]",1.0,1,单选题,3.7,"[896149, 896151, 896153, 6388435, 6388437]",Ex_3007,Chinese
Pm_3815,决策树模型中应如何妥善处理连续型属性：,"{'A': '直接忽略', 'B': '利用固定阈值进行离散化', 'C': '根据信息增益选择阈值进行离散化', 'D': '随机选择数据标签发生变化的位置进行离散化'}","[""C""]",1.0,1,单选题,3.7,"[896149, 896151, 896153, 6388435, 6388437]",Ex_3007,Chinese
Pm_3816,如图所示的感知机（阈值为0）实现的逻辑功能是：,"{'A': '或门', 'B': '与门', 'C': '非门', 'D': '与非门'}","[""B""]",1.0,1,单选题,4.1,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3016,Chinese
Pm_3817,在感知机的判决函数中，w0的作用是：,"{'A': '为了后续学习算法推导的方便', 'B': '其实在实际中可以略去', 'C': '控制判决平面到原点的距离', 'D': '控制判决平面的方向'}","[""C""]",1.0,1,单选题,4.1,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3016,Chinese
Pm_3818,我们很难刻意忘掉一个人的原因是：,"{'A': '记性好，没办法', 'B': '刻骨铭心，矢志不渝', 'C': '天长地久有时尽，此情绵绵无绝期', 'D': '神经元的大规模分布式信息存储机制'}","[""D""]",1.0,1,单选题,4.1,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3016,Chinese
Pm_3819,若神经元的误差对某输入的权重的偏导大于零说明：,"{'A': '权重应增加', 'B': '权重应减小', 'C': '不能确定'}","[""B""]",1.0,1,单选题,4.3,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3017,Chinese
Pm_3820,根据Delta规则，在stochastic learning模式下，若神经元的实际输出大于期望输出，权重应：,"{'A': '顺势而为：增大', 'B': '反其道而行之：减小', 'C': '若相应输入大于零：减小', 'D': '若相应输入小于零：减小'}","[""C""]",1.0,1,单选题,4.3,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3017,Chinese
Pm_3821,以下关于感知机说法正确的是：,"{'A': '在batch learning模式下，权重调整出现在学习每个样本之后', 'B': '只要参数设置得当，感知机理论上可以解决各种分类问题', 'C': '感知机的训练过程可以看成是在误差空间进行梯度下降', 'D': '感知机的激励函数必须采用门限函数'}","[""C""]",1.0,1,单选题,4.3,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3017,Chinese
Pm_3822,下图所示真值表对应的逻辑电路是：,"{'A': '或非门', 'B': '与非门', 'C': '异或门'}","[""A""]",1.0,1,单选题,4.3,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3017,Chinese
Pm_3823,采用Sigmod函数作为激励函数的主要原因是：,"{'A': '有固定的输出上下界', 'B': '计算复杂度较低', 'C': '导数存在解析解', 'D': '处处可导'}","[""A"", ""C"", ""D""]",2.0,2,多选题,4.5,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3018,Chinese
Pm_3824,以下关于感知机说法正确的是：,"{'A': '多层感知机比感知机只多了一个隐含层', 'B': '感知机只能形成线性判决平面，无法解决异或问题', 'C': '多层感知机可以有多个隐含层，但是只能有一个输出单元', 'D': '隐含层神经元的个数应当小于输入层神经元的个数'}","[""B""]",1.0,1,单选题,4.5,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3018,Chinese
Pm_3825,多层感知机解决线性不可分问题的原理是：,"{'A': '分而治之，对原始问题空间进行划分', 'B': '将原始问题向更高维空间映射', 'C': '在输出层和隐含层之间形成非线性的分界面', 'D': '将原始问题在隐含层映射成线性可分问题'}","[""D""]",1.0,1,单选题,4.5,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3018,Chinese
Pm_3826,在误差逆传播算法中，输出层神经元权重的调整机制和感知机的学习规则相比：,"{'A': '考虑到线性不可分问题，学习规则更为复杂', 'B': '一模一样，等价于多个感知机', 'C': '遵循相同的原理，激励函数可能有所不同', 'D': '所有输出层神经元的权重需要同步调整'}","[""C""]",1.0,1,单选题,4.7,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3019,Chinese
Pm_3827,在误差逆传播算法中，隐含层节点的误差信息应当：,"{'A': '根据自身的期望输出和实际输出的差值计算', 'B': '根据所有输出层神经元的误差的均值计算', 'C': '根据自身下游神经元的误差进行加权计算', 'D': '根据自身下游神经元的误差的均值计算'}","[""C""]",1.0,1,单选题,4.7,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3019,Chinese
Pm_3828,为了克服学习空间中存在的局部最优点应当：,"{'A': '尝试从不同的初始点开始训练', 'B': '将权重初始化为接近于0的值', 'C': '采用较小的学习率', 'D': '增加隐含层神经元个数'}","[""A""]",1.0,1,单选题,4.7,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3019,Chinese
Pm_3829,关于学习率参数的设置，正确的描述是：,"{'A': '较大的值有助于提高算法的收敛稳定性', 'B': '较小的值有助于提高算法的收敛速度', 'C': '在开始阶段应该较大，然后逐渐减小', 'D': '在开始阶段应该较小，然后逐渐增大'}","[""C""]",1.0,1,单选题,4.7,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3019,Chinese
Pm_3830,在权重更新公式中引入冲量的主要目的是：,"{'A': '提高算法的收敛精度', 'B': '提高算法的稳健性', 'C': '提高算法的全局优化能力', 'D': '有助于摆脱误差平缓区域'}","[""D""]",1.0,1,单选题,4.7,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3019,Chinese
Pm_3831,前馈神经网络适用的场景为：,"{'A': '训练时间有限', 'B': '训练样本含有噪声', 'C': '需要较快的测试响应速度', 'D': '较好的可解释性', 'E': '多分类问题'}","[""B"", ""C"", ""E""]",2.0,2,多选题,4.9,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3020,Chinese
Pm_3832,在Elman网络中，第T时刻网络的输出取决于：,"{'A': '当前的网络输入', 'B': '当前的网络输入和第T-1时刻网络的内部状态', 'C': '第T-1时刻网络的内部状态', 'D': '当前的网络输入和第1到T-1时刻网络的内部状态'}","[""B""]",1.0,1,单选题,4.9,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3020,Chinese
Pm_3833,以下关于Hopfield网络特性的描述正确的是：,"{'A': '基于内容的检索', 'B': '联想记忆功能', 'C': '误差逆传播', 'D': '含噪声的模式识别'}","[""A"", ""B"", ""D""]",2.0,2,多选题,4.9,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3020,Chinese
Pm_3834,视频中的乒乓球运动员是：,"{'A': '瓦尔德内尔', 'B': '萨姆索诺夫', 'C': '波尔', 'D': '刘国梁'}","[""C""]",1.0,1,单选题,4.11,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3021,Chinese
Pm_3835,KUKA机器人来自以下哪一个国家：,"{'A': '英国', 'B': '德国', 'C': '美国', 'D': '天朝'}","[""B""]",1.0,1,单选题,4.11,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3021,Chinese
Pm_3836,如果机器人采用神经网络作为控制器，其最有可能的输入是：,"{'A': '击球的声音：麦克风', 'B': '图像：天花板上的高速摄像头', 'C': '图像：机械臂上的高速摄像头', 'D': '球的落点：桌面上的压力传感器'}","[""B""]",1.0,1,单选题,4.11,"[896160, 896162, 6388444, 896166, 896168, 6388450]",Ex_3021,Chinese
Pm_3837,在SVM领域中，margin的含义是：,"{'A': '盈利率', 'B': '马金', 'C': '间隔', 'D': '保证金'}","[""C""]",1.0,1,单选题,5.1,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3029,Chinese
Pm_3838,线性SVM和一般线性分类器的区别主要是：,"{'A': '是否进行了空间映射', 'B': '是否确保间隔最大化', 'C': '是否能处理线性不可分问题', 'D': '训练误差通常较低'}","[""B""]",1.0,1,单选题,5.1,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3029,Chinese
Pm_3839,为什么通常要选择margin最大的分类器？,"{'A': '所需的支持向量个数最少', 'B': '计算复杂度最低', 'C': '训练误差最低', 'D': '有望获得较低的测试误差'}","[""D""]",1.0,1,单选题,5.1,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3029,Chinese
Pm_3840,假设超平面为w*x+b=0，其margin的大小为：,"{'A': '1/|w|', 'B': '2/|w|', 'C': '|b|/|w|', 'D': '2|b|/|W|'}","[""B""]",1.0,1,单选题,5.1,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3029,Chinese
Pm_3841,支持向量（support vectors）指的是：,"{'A': '对原始数据进行采样得到的样本点', 'B': '决定分类面可以平移的范围的数据点', 'C': '位于分类面上的点', 'D': '能够被正确分类的数据点'}","[""B""]",1.0,1,单选题,5.1,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3029,Chinese
Pm_3842,在SVM的求解过程中，支持向量与alpha的关系是：,"{'A': 'alpha=0的数据点是支持向量', 'B': 'alpha>0的数据点是支持向量', 'C': 'alpha', 'D': '两者没有固定关系'}","[""B""]",1.0,1,单选题,5.3,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3030,Chinese
Pm_3843,在SVM当中，主要的运算形式是：,"{'A': '向量内积', 'B': '矩阵乘法', 'C': '矩阵转置', 'D': '矩阵分解'}","[""A""]",1.0,1,单选题,5.3,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3030,Chinese
Pm_3844,软间隔（soft margin）的主要用途是：,"{'A': '解决线性不可分问题', 'B': '解决不完全线性可分问题', 'C': '降低算法时间复杂度', 'D': '提高算法分类精确'}","[""B""]",1.0,1,单选题,5.3,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3030,Chinese
Pm_3845,在SVM当中进行空间映射的主要目的是：,"{'A': '降低计算复杂度', 'B': '提取较为重要的特征', 'C': '对原始数据进行标准化', 'D': '提高原始问题的可分性'}","[""D""]",1.0,1,单选题,5.5,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3031,Chinese
Pm_3846,对于SVM，在映射后的高维空间直接进行计算的主要问题是：,"{'A': '模型可解释性差', 'B': '计算复杂度高', 'C': '容易出现奇异矩阵', 'D': '容易出现稀疏矩阵'}","[""B""]",1.0,1,单选题,5.5,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3031,Chinese
Pm_3847,所谓kernel trick，指的是：,"{'A': '利用在原始空间定义的函数替代高维空间的向量内积操作', 'B': '利用在高维空间定义的函数替代原始空间的向量内积操作', 'C': '核函数的导数具有简单的解析解，简化了运算', 'D': '核函数具有固定的上下界，可以输出（-1, +1）区间中的连续值'}","[""A""]",1.0,1,单选题,5.5,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3031,Chinese
Pm_3848,通过运用核函数，我们可以：,"{'A': '提高算法的可解释性', 'B': '生成数量较少的支持向量', 'C': '生成数量较多的支持向量', 'D': '避免高维空间运算，降低算法复杂度'}","[""D""]",1.0,1,单选题,5.5,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3031,Chinese
Pm_3849,SVM核心技术的发展经历了：,"{'A': '10年', 'B': '20年', 'C': '30年', 'D': '40年'}","[""C""]",1.0,1,单选题,5.7,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3032,Chinese
Pm_3850,线性SVM思想最初被提出的时候，你在：,"{'A': '上幼儿园', 'B': '上小学', 'C': '上中学', 'D': '不知道在哪儿'}","[""D""]",1.0,1,单选题,5.7,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3032,Chinese
Pm_3851,一个分类模型的capacity指的是：,"{'A': '能够解决几分类问题', 'B': '能解决多大规模的问题', 'C': '能将多少个点分开，不论如何分配标签', 'D': '能达到的精确度'}","[""C""]",1.0,1,单选题,5.7,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3032,Chinese
Pm_3852,为什么当两个模型的训练误差相同或接近的时候，通常会选择比较简单的一个：,"{'A': '复杂模型的测试误差一定较大', 'B': '简单模型的测试误差一定较小', 'C': '在相同置信度条件下，复杂模型的测试误差上界较大', 'D': '只是一种经验，并没有理论依据'}","[""C""]",1.0,1,单选题,5.7,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3032,Chinese
Pm_3853,Владимир Наумович Вапник（Vladimir Vapnik）为什么是真神：,"{'A': '惊天引用次数', 'B': '支持向量机开天辟地', 'C': '统计学习理论一代宗师', 'D': '目光如炬，深不可测'}","[""A"", ""B"", ""C"", ""D""]",2.0,2,多选题,5.7,"[896174, 896176, 6085829, 896180, 6388462]",Ex_3032,Chinese
Pm_3854,聚类中的簇与分类中的类的关系是：,"{'A': '簇即是类、类即是簇', 'B': '簇是类的一种具体表现形式', 'C': '类是簇的一种具体表现形式', 'D': '不是一码事，但实际中有一定联系'}","[""D""]",1.0,1,单选题,6.1,"[896185, 896187, 896189, 896191]",Ex_3040,Chinese
Pm_3855,在市场营销中，聚类最有可能帮助经营者：,"{'A': '对客户群进行划分', 'B': '进行商品推荐', 'C': '识别优质客户', 'D': '辅助商品定价'}","[""A""]",1.0,1,单选题,6.1,"[896185, 896187, 896189, 896191]",Ex_3040,Chinese
Pm_3856,一个好的聚类算法应当具备哪些潜质：,"{'A': '能够处理非球形的数据分布', 'B': '能够处理噪点和离群点', 'C': '对样本输入序列不敏感', 'D': '对海量数据的可扩展性'}","[""A"", ""B"", ""C"", ""D""]",2.0,2,多选题,6.1,"[896185, 896187, 896189, 896191]",Ex_3040,Chinese
Pm_3857,关于数据预处理对聚类分析的影响的错误说法是：,"{'A': '可能改变数据点之间的位置关系', 'B': '可能改变簇的个数', 'C': '有助于提升聚类质量', 'D': '可能产生不确定影响'}","[""C""]",1.0,1,单选题,6.1,"[896185, 896187, 896189, 896191]",Ex_3040,Chinese
Pm_3858,在基于聚类的图像分割例子中：,"{'A': '色彩越复杂的图，需要的簇的个数越少', 'B': '属于同一个物体的像素对应同一个簇', 'C': '簇的个数越少，分割后图像越接近原始图像', 'D': '簇的个数越多，分割后图像越接近原始图像'}","[""D""]",1.0,1,单选题,6.1,"[896185, 896187, 896189, 896191]",Ex_3040,Chinese
Pm_3859,如何衡量聚类的质量：,"{'A': '簇内数据点散布越小越好', 'B': '簇中心点之间的距离越大越好', 'C': '簇的个数越小越好', 'D': '需要考虑数据点间的连通性'}","[""D""]",1.0,1,单选题,6.3,"[896185, 896187, 896189, 896191]",Ex_3041,Chinese
Pm_3860,对于Silhouette图表述正确的是：,"{'A': '每个点的取值范围为[0, 1]', 'B': '每个点的取值越接近于0越好', 'C': '可以体现出簇的紧凑性', 'D': '对于离群点，取值可能超过1'}","[""C""]",1.0,1,单选题,6.3,"[896185, 896187, 896189, 896191]",Ex_3041,Chinese
Pm_3861,关于K-Means算法的表述正确的是：,"{'A': '对数据分布没有特殊的要求', 'B': '能较好处理噪点和离群点', 'C': '对初始中心点较为敏感', 'D': '计算复杂度较高'}","[""C""]",1.0,1,单选题,6.3,"[896185, 896187, 896189, 896191]",Ex_3041,Chinese
Pm_3862,K-Means算法中的初始中心点：,"{'A': '可随意设置', 'B': '必须在每个簇的真实中心点的附近', 'C': '必须足够分散', 'D': '直接影响算法的收敛结果'}","[""D""]",1.0,1,单选题,6.3,"[896185, 896187, 896189, 896191]",Ex_3041,Chinese
Pm_3863,在Sequential Leader算法中：,"{'A': '需对数据集进行多次遍历', 'B': '无法人为控制最终聚类的个数', 'C': '需要事先生成初始中心点', 'D': '聚类结果可能受数据访问顺序影响'}","[""D""]",1.0,1,单选题,6.3,"[896185, 896187, 896189, 896191]",Ex_3041,Chinese
Pm_3864,以K-Means算法为例，期望最大化算法中的：,"{'A': '模型参数指的是每个数据点的簇标号', 'B': '隐含参数指的是每个数据点的簇标号', 'C': '模型参数指的是簇的个数（即K值）', 'D': '隐含参数指的是簇中心点坐标'}","[""B""]",1.0,1,单选题,6.5,"[896185, 896187, 896189, 896191]",Ex_3042,Chinese
Pm_3865,在掷硬币的例子中，期望最大化算法的隐含参数指的是：,"{'A': '每组实验中正面朝上的次数', 'B': '每组实验中选择的硬币', 'C': '每枚硬币正面朝上的概率', 'D': '每枚硬币被选中的次数'}","[""B""]",1.0,1,单选题,6.5,"[896185, 896187, 896189, 896191]",Ex_3042,Chinese
Pm_3866,基于模型的聚类与基于分割的聚类相比：,"{'A': '有更高的精确度', 'B': '有更低的计算复杂度', 'C': '有更好的鲁棒性', 'D': '对数据分布有更好的描述性'}","[""D""]",1.0,1,单选题,6.5,"[896185, 896187, 896189, 896191]",Ex_3042,Chinese
Pm_3867,在混合高斯模型中，每一个数据点：,"{'A': '只能被某一个高斯生成', 'B': '可以被所有高斯等概率生成', 'C': '可以被任一高斯生成但概率可能不等', 'D': '可以被任一高斯生成且概率由高斯的权重决定'}","[""C""]",1.0,1,单选题,6.5,"[896185, 896187, 896189, 896191]",Ex_3042,Chinese
Pm_3868,在混合高斯模型中，每个高斯的权重：,"{'A': '可以为负值', 'B': '相加必须等于0', 'C': '相加必须等于1', 'D': '须由用户预先设定'}","[""C""]",1.0,1,单选题,6.5,"[896185, 896187, 896189, 896191]",Ex_3042,Chinese
