c1,c2,ground_truth,text_predict,graph_predict
K_编译系统_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.04462198168039322, 0.9553780555725098]","[0.011613831855356693, 0.9883861541748047]"
K_中断优先级_计算机科学与技术,K_优先级调度_计算机科学与技术,1,"[0.04675260931253433, 0.9532474279403687]","[0.008658446371555328, 0.9913415312767029]"
K_宏指令_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.01326490007340908, 0.9867351055145264]","[0.0032162091229110956, 0.9967837333679199]"
K_指令流_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.005027311854064465, 0.9949727058410645]","[0.0013437466695904732, 0.9986562728881836]"
K_并发进程_计算机科学与技术,K_多用户系统_计算机科学与技术,1,"[0.034287817776203156, 0.9657121896743774]","[0.013027027249336243, 0.9869729280471802]"
K_分区表_计算机科学与技术,K_活动分区_计算机科学与技术,1,"[0.05167881399393082, 0.9483212232589722]","[0.020387277007102966, 0.9796127080917358]"
K_嵌入式控制器_计算机科学与技术,K_虚拟机管理器_计算机科学与技术,1,"[0.04332026094198227, 0.9566797018051147]","[0.013781262561678886, 0.9862186908721924]"
K_虚拟地址空间_计算机科学与技术,K_用户进程_计算机科学与技术,1,"[0.024752795696258545, 0.9752472639083862]","[0.031200118362903595, 0.968799889087677]"
K_程序指令_计算机科学与技术,K_特权指令_计算机科学与技术,1,"[0.018665160983800888, 0.9813348054885864]","[0.0033567610662430525, 0.9966432452201843]"
K_访问周期_计算机科学与技术,K_线程控制块_计算机科学与技术,1,"[0.05797382816672325, 0.9420261979103088]","[0.07916314154863358, 0.9208368062973022]"
K_软中断_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.020988088101148605, 0.9790118932723999]","[0.009160492569208145, 0.9908395409584045]"
K_方波信号_计算机科学与技术,K_指令译码器_计算机科学与技术,1,"[0.0214652419090271, 0.9785346984863281]","[0.004314372316002846, 0.9956856966018677]"
K_方波信号_计算机科学与技术,K_数字信息_计算机科学与技术,1,"[0.05908083915710449, 0.9409191608428955]","[0.027122488245368004, 0.9728775024414062]"
K_操作效率_计算机科学与技术,K_介质访问控制_计算机科学与技术,1,"[0.05719996243715286, 0.942799985408783]","[0.13647016882896423, 0.8635298013687134]"
K_面向连接的协议_计算机科学与技术,K_快速以太网_计算机科学与技术,1,"[0.05209716409444809, 0.9479028582572937]","[0.010460201650857925, 0.9895398020744324]"
K_非屏蔽双绞线_计算机科学与技术,K_互联网电视_计算机科学与技术,1,"[0.2621240019798279, 0.7378759384155273]","[0.037775859236717224, 0.9622241854667664]"
K_储存空间_计算机科学与技术,K_高速缓存_计算机科学与技术,1,"[0.01503375917673111, 0.9849661588668823]","[0.0038376697339117527, 0.9961622953414917]"
K_控制块_计算机科学与技术,K_分时系统_计算机科学与技术,1,"[0.015091989189386368, 0.9849079847335815]","[0.009167937561869621, 0.9908320307731628]"
K_外存储器_计算机科学与技术,K_虚拟化技术_计算机科学与技术,1,"[0.014510614797472954, 0.9854893684387207]","[0.001973068807274103, 0.9980269074440002]"
K_同步控制_计算机科学与技术,K_优先级控制_计算机科学与技术,1,"[0.05681075155735016, 0.943189263343811]","[0.04307117685675621, 0.9569288492202759]"
K_宕机_计算机科学与技术,K_广播网络_计算机科学与技术,1,"[0.03707995265722275, 0.962920069694519]","[0.03249938786029816, 0.9675005674362183]"
